entity_id	text	label
2191	On Variable Constraints in Privacy Preserving Data Mining.	1
2192	Making Data Mining Models Useful to Model Non-paying Customers of Exchange Carriers.	1
2193	Correlation Clustering for Learning Mixtures of Canonical Correlation Models.	1
2194	Cluster Validity Analysis of Alternative Results from Multi-Objective Optimization.	1
2195	Expanding the Training Data Space Using Emerging Patterns and Genetic Methods.	1
2196	Hierarchical Document Classification Using Automatically Generated Hierarchy.	1
2197	On Clustering Binary Data.	1
2198	Striking Two Birds With One Stone: Simultaneous Mining of Positive and Negative Spatial Patterns.	1
2199	CLSI: A Flexible Approximation Scheme from Clustered Term-Document Matrices.	1
2200	"Decision Tree Induction in High Dimensional, Hierarchically Distributed Databases."	1
2201	Mining Non-Derivable Association Rules.	1
2202	Statictical Models for Unequally Spaced Time Series.	1
2203	An Algorithm for Well Structured Subspace Clusters.	1
2204	Clustering with Model-level Constraints.	1
2205	SPID4.7: Discretization Using Successive Pseudo Deletion at Maximum Information Gain Boundary Points.	1
2206	Mining Unconnected Patterns in Workflows.	1
2207	Matrix Condition Number Prediction with SVM Regression and Feature Selection.	1
2208	A Random Walks Perspective on Maximizing Satisfaction and Profit.	1
2209	On the Equivalence of Nonnegative Matrix Factorization and Spectral Clustering.	1
2210	Markov Models for Identification of Significant Episodes.	1
2211	Lazy Learning for Classification Based on Query Projections.	1
2212	Depth-First Non-Derivable Itemset Mining.	1
2213	Summarizing Sequential Data with Closed Partial Orders.	1
2214	2-Dimensional Singular Value Decomposition for 2D Maps and Images.	1
2215	Hybrid Data Reduction with Fuzzy Rough Set Theory for Classification.	1
2216	ClosedPROWL: Efficient Mining of Closed Frequent Continuities by Projected Window List Technology.	1
2217	"Discarding Insignificant Rules during Impact Rule Discovery in Large, Dense Databases."	1
2218	SeqIndex: Indexing Sequences by Sequential Pattern Analysis.	1
2219	Knowledge Discovery from Heterogeneous Dynamic Systems using Change-Point Correlations.	1
2220	Loadstar: A Load Shedding Scheme for Classifying Data Streams.	1
2221	Summarizing and Mining Skewed Data Streams.	1
2222	Exploiting Relationships for Domain-Independent Data Cleaning.	1
2223	Clustering with Constraints: Feasibility Issues and the k-Means Algorithm.	1
2224	Three Myths about Dynamic Time Warping Data Mining.	1
2225	Gaussian Processes for Active Data Mining of Spatial Aggregates.	1
2226	PCA and kernel PCA using polynomial filtering: a case study on face recognition.	1
2227	Time-series Bitmaps: a Practical Visualization Tool for Working with Large Time Series Databases.	1
2228	Pushing Feature Selection Ahead Of Join.	1
2229	Model-based Clustering With Probabilistic Constraints.	1
2230	Variational Learning for Noisy-OR Component Analysis.	1
2231	Slope One Predictors for Online Rating-Based Collaborative Filtering.	1
2232	Iterative Mining for Rules with Constrained Antecedents.	1
2233	Mining Frequent Itemsets from Data Streams with a Time-Sensitive Sliding Window.	1
2234	Efficient Allocation of Marketing Resources using Dynamic Programming.	1
2235	CBS: A New Classification Method by Using Sequential Patterns.	1
2236	Computational Developments of Psi-learning.	1
2237	On Periodicity Detection and Structural Periodic Similarity.	1
2238	"Mining Behavior Graphs for ""Backtrace"" of Noncrashing Bugs."	1
2239	Influence in Ratings-Based Recommender Systems: An Algorithm-Independent Approach.	1
2240	HARMONY: Efficiently Mining the Best Rules for Classification.	1
2241	Efficient Mining of Maximal Sequential Patterns Using Multiple Samples.	1
2242	Near-Neighbor Search in Pattern Distance Spaces.	1
2243	Building Decision Trees on Records Linked through Key References.	1
2244	Dynamic Classification of Defect Structures in Molecular Dynamics Simulation Data.	1
2245	The Best Nurturers in Computer Science Research.	1
2246	A Spectral Clustering Approach To Finding Communities in Graph.	1
2247	Mining Top-K Itemsets over a Sliding Window Based on Zipfian Distribution.	1
2248	Learning to Refine Ontology for a New Web Site Using a Bayesian Approach.	1
2249	Privacy Aware Market Basket Data Set Generation: A Feasible Approach for Inverse Frequent Set Mining.	1
2250	Kronecker Factorization for Speeding up Kernel Machines.	1
2251	A Cutting Algorithm for the Minimum Sum-of-Squared Error Clustering.	1
2252	Exploiting Parameter Related Domain Knowledge for Learning in Graphical Models.	1
2253	Exploiting Geometry for Support Vector Machine Indexing.	1
2254	SUMSRM: A New Statistic for the Structural Break Detection in Time Series.	1
2255	Privacy-Preserving Classification of Customer Data without Loss of Accuracy.	1
2256	Surveying Data for Patchy Structure.	1
2257	WFIM: Weighted Frequent Itemset Mining with a weight range and a minimum weight.	1
2258	Cross Table Cubing: Mining Iceberg Cubes from Data Warehouses.	1
2259	Correcting Sampling Bias in Structural Genomics through Iterative Selection of Underrepresented Targets.	1
2260	Parallel Computation of RBF Kernels for Support Vector Classifiers.	1
2261	Topic-driven Clustering for Document Datasets.	1
2262	A Rule-based Language for Deductive Object-Oriented Databases.	2
2263	Bill-of-Material Configuration Generation.	2
2264	"Title, General Chairman's Message, Program Chairman's Message, Reviewers, Table of Contents, Author Index."	2
2265	The Generalized Grid File: Description and Performance Aspects.	2
2266	"Join Index, Materialized View, and Hybrid-Hash Join: A Performance Analysis."	2
2267	Compilation of Logic Programs to Implement Very Large Knowledge Base Systems - A Case Study: Educe*.	2
2268	Attribute Inheritance Implemented on Top of a Relational Database System.	2
2269	Update Propagation in Distributed Memory Hierarchy.	2
2270	Modeling Design Object Relationships in PEGASUS.	2
2271	Experimental Evaluation of Concurrency Checkpointing and Rollback-Recovery Algorithms.	2
2272	An Attribute-Oriented Approach for Learning Classification Rules from Relational Databases.	2
2273	Generalization and a Framework for Query Modification.	2
2274	Selectivity Estimation Using Homogeneity Measurement.	2
2275	The Grid Protocol: A High Performance Scheme for Maintaining Replicated Data.	2
2276	Cost of Distributed Deadlock Detection: A Performance Study.	2
2277	Extending Object-Oriented Concepts to Support Engineering Applications.	2
2278	Database Buffer Model for the Data Sharing Environment.	2
2279	A Paradigm for Concurrency Control in Heterogeneous Distributed Database Systems.	2
2280	A Temporal Model and Query Language for ER Databases.	2
2281	Access Invariance and Its Use in High Contention Environments.	2
2282	A Multiuser Performance Analysis of Alternative Declustering Strategies.	2
2283	Multi-User View Integration System (MUVIS): An Expert System for View Integration.	2
2284	Object Views: Extending the Vision.	2
2285	A Shared Conceptual Schema for Four Medical Expert Systems.	2
2286	Using a Meta Model to Represent Object-Oriented Data Models.	2
2287	Chained Declustering: A New Availability Strategy for Multiprocessor Database Machines.	2
2288	The R-File: An Efficient Access Structure for Proximity Queries.	2
2289	Parallelism in Object-Oriented Query Processing.	2
2290	A Flexible Transaction Model for Software Engineering.	2
2291	System Issues in Parallel Sorting for Database Systems.	2
2292	Spatial Search with Polyhedra.	2
2293	ViewSystem: Integrating Heterogeneous Information Bases by Object-Oriented Views.	2
2294	Alternatives in Complex Object Representation: A Performance Perspective.	2
2295	A Suitable Algorithm for Computing Partial Transitive Closures in Databases.	2
2296	Multilevel Secure Database Concurrency Control.	2
2297	Long-Duration Transactions in Software Design Projects.	2
2298	An Object-Oriented Approach to Data/Knowledge Modeling Based on Logic.	2
2299	A Partitioned Signature File Structure for Multiattribute and Text Retrieval.	2
2300	Buffer and Load Balancing in Locally Distributed Database Systems.	2
2301	Propagating Updates in a Highly Replicated Database.	2
2302	An Analysis of Borrowing Policies for Escrow Transactions in a Replicated Data Environment.	2
2303	Query Processing for Temporal Databases.	2
2304	Multimedia Object Models for Synchronisation and Databases.	2
2305	On Representing Indefinite and Maybe Information in Relational Databases: A Generalization.	2
2306	A Brief Overview of LILOG-DB.	2
2307	Representing Processes in the Extended Entity-Relationship Model.	2
2308	A ``Greedy'' Approach to the Write Problem in Shadowed Disk Systems.	2
2309	Structuring Knowledge Bases Using Automatic Learning.	2
2310	An Algorithmic Basis for Integrating Production Systems and Large Databases.	2
2311	Concurrency Control of Bulk Access Transactions on Shared Nothing Parallel Database Machines.	2
2312	A New Tree Type Data Structure with Homogeneous Nodes Suitable for a Very Large Spatial Database.	2
2313	Serializability in Object-Oriented Database Systems.	2
2314	A Cooperative Approach to Large Knowledge Based Systems.	2
2315	How to Share Work on Shared Objects in Design Databases.	2
2316	Scheduling Data Redistribution in Distributed Databases.	2
2317	A Query Algebra for Object-Oriented Databases.	2
2318	A Modular Query Optimizer Generator.	2
2319	Currency-Based Updates to Distributed Materialized Views.	2
2320	Extended Relations.	2
2321	The Semantic Data Model for Security: Representing the Security Semantics of an Application.	2
2322	Performance Evaluation of Multiversion Database Systems.	2
2323	Parallelism in Database Production Systems.	2
2324	Distributed RAID - A New Multiple Copy Algorithm.	2
2325	Supporting Universal Quantification in a Two-Dimensional Database Query Language.	2
2326	The Fingerprinted Database.	2
2327	Concurrency Control Using Locking with Deferred Blocking.	2
2328	Experiences with Distributed Query Processing.	2
2329	Efficient Updates to Independent Schemes in the Weak Instance Model.	2
2330	OdeView: The Graphical Interface to Ode.	2
2331	OdeView: A User-Friendly Graphical Interface to Ode.	2
2332	The Object-Oriented Database System Manifesto.	2
2333	Performance Evaluation of Semantics-based Multilevel Concurrency Control Protocols.	2
2334	Implementing Recoverable Requests Using Queues.	2
2335	The INA: A Simple Query Language with Only Attribute Names.	2
2336	The R*-Tree: An Efficient and Robust Access Method for Points and Rectangles.	2
2337	Reliable Transaction Management in a Multidatabase System.	2
2338	Integrating Object-Oriented Data Modeling with a Rule-Based Programming Paradigm.	2
2339	Kaleidoscope: A Cooperative Menu-Guided Query Interface.	2
2340	ACTA: A Framework for Specifying and Reasoning about Transaction Structure and Behavior.	2
2341	The G+/GraphLog Visual Query System.	2
2342	Organizing Long-Running Activities with Triggers and Transactions.	2
2343	Encapsulation of Parallelism in the Volcano Query Processing System.	2
2344	A Framework for the Parallel Processing of Datalog Queries.	2
2345	A Graph-Oriented Object Model for Database End-User Interfaces.	2
2346	A Predicate Matching Algorithm for Database Rule Systems.	2
2347	Randomized Algorithms for Optimizing Large Join Queries.	2
2348	Linear Clustering of Objects with Multiple Atributes.	2
2349	Access Support in Object Bases.	2
2350	The Iris Database System.	2
2351	Making Deductive Databases a Practical Technology: A Step Forward.	2
2352	Bayan: An Arabic Text Database Management System.	2
2353	Concurrency Control in Multilevel-Secure Databases Based on Replicated Architecture.	2
2354	Pasta-3: A Graphical Direct Manipulation Interface for Knowledge Base Management Systems.	2
2355	Extending Logic Programming.	2
2356	A Starburst is Born.	2
2357	The Performance of a Multiversion Access Method.	2
2358	Practical Selectivity Estimation through Adaptive Sampling.	2
2359	Querying Database Knowledge.	2
2360	Magic is Relevant.	2
2361	Random Sampling from Hash Files.	2
2362	A Comparison of Spatial Query Processing Techniques for Native and Parameter Spaces.	2
2363	Database Management Issues of the Human Genome Project.	2
2364	"Query Graphs, Implementing Trees, and Freely-Reorderable Outerjoins."	2
2365	FastSort: A Distributed Single-Input Single-Output External Sort.	2
2366	Hard Problems for Simple Logic Programs.	2
2367	A Performance Evaluation of Pointer-Based Joins.	2
2368	IDLOG: Extending the Expressive Power of Deductive Database Languages.	2
2369	Write-Only Disk Caches.	2
2370	The Postgres DBMS.	2
2371	"On Rules, Procedures, Caching and Views in Data Base Systems."	2
2372	"""The Committee for Advanced DBMS Function"": Third Generation Data Base System Manifesto."	2
2373	The Input/Output Complexity of Transitive Closure.	2
2374	Polynomial Time Designs toward Both BCNF and Efficient Data Manipulation.	2
2375	Set-Oriented Production Rules in Relational Database Systems.	2
2376	A New Paradigm for Parallel and Distributed Rule-Processing.	2
2377	The C-based Database Programming Language Jasmine/C.	2
2378	Hybrid Transitive Closure Algorithms.	2
2379	The Tree Quorum Protocol: An Efficient Approach for Managing Replicated Data.	2
2380	Adaptable Recovery Using Dynamic Quorum Assignments.	2
2381	An Incremental Join Attachment for Starburst.	2
2382	Concept Description Language for Statistical Data Modeling.	2
2383	Consistency of Versions in Object-Oriented Databases.	2
2384	Deriving Production Rules for Constraint Maintainance.	2
2385	Indexing in a Hypertext Database.	2
2386	A Parallel Strategy for Transitive Closure usind Double Hash-Based Clustering.	2
2387	The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment.	2
2388	The Performance and Utility of the Cactis Implementation Algorithms.	2
2389	A Study of Three Alternative Workstation-Server Architectures for Object Oriented Database Systems.	2
2390	A Multidatabase Transaction Model for InterBase.	2
2391	The Time Index: An Access Structure for Temporal Data.	2
2392	Non-Monotonic Knowledge Evolution in VLKDBs.	2
2393	Two Epoch Algorithms for Disaster Recovery.	2
2394	Hybrid-Range Partitioning Strategy: A New Declustering Strategy for Multiprocessor Database Machines.	2
2395	A Probabilistic Framework for Vague Queries and Imprecise Information in Databases.	2
2396	Parity Striping of Disk Arrays: Low-Cost Reliable Storage with Acceptable Throughput.	2
2397	Query Processing for Multi-Attribute Clustered Records.	2
2398	Search Key Substitution in the Encipherment of B-Trees.	2
2399	Distributed Transitive Closure Computations: The Disconnection Set Approach.	2
2400	An Adaptive Data Placement Scheme for Parallel Database Computer Systems.	2
2401	On Restructuring Nested Relations in Partitioned Normal Form.	2
2402	ILOG: Declarative Creation and Manipulation of Object Identifiers.	2
2403	On Indexing Line Segments.	2
2404	Priority-Hints: An Algorithm for Priority-Based Buffer Management.	2
2405	Database Application Development as an Object Modeling Activity.	2
2406	Support for Temporal Data by Complex Objects.	2
2407	Database Updates through Abduction.	2
2408	"Right-, left- and multi-linear rule transformations that maintain context information."	2
2409	Advanced Query Processing in Object Bases Using Access Support Relations.	2
2410	"Bucket Spreading Parallel Hash: A New, Robust, Parallel Hash Join Method for Data Skew in the Super Database Computer (SDC)."	2
2411	A Formal Approach to Recovery by Compensating Transactions.	2
2412	Triggered Real-Time Databases with Consistency Constraints.	2
2413	Efficient Implementation of Loops in Bottom-Up Evaluation of Logic Queries.	2
2414	Hash-Based Join Algorithms for Multiprocessor Computers.	2
2415	Referential Integrity Revisited: An Object-Oriented Perspective.	2
2416	ARIES/KVL: A Key-Value Locking Method for Concurrency Control of Multiaction Transactions Operating on B-Tree Indexes.	2
2417	Commit_LSN: A Novel and Simple Method for Reducing Locking and Latching in Transaction Processing Systems.	2
2418	The Magic of Duplicates and Aggregates.	2
2419	Performance Analysis of Disk Arrays under Failure.	2
2420	How to Forget the Past Without Repeating It.	2
2421	Cooperative Transaction Hierarchies: A Transaction Model to Support Design Applications.	2
2422	Measuring the Complexity of Join Enumeration in Query Optimization.	2
2423	Efficient Main Memory Data Management Using the DBGraph Storage Model.	2
2424	Synthesizing Database Transactions.	2
2425	Rule Ordering in Bottom-Up Fixpoint Evaluation of Logic Programs.	2
2426	Tradeoffs in Processing Complex Join Queries via Hashing in Multiprocessor Database Machines.	2
2427	The Buddy-Tree: An Efficient and Robust Access Method for Spatial Data Base Systems.	2
2428	Transaction Support in Read Optimizied and Write Optimized File Systems.	2
2429	Distributed Linear Hashing and Parallel Projection in Main Memory Databases.	2
2430	Elimination of View and Redundant Variables in a SQL-like Database Language for Extended NF2 Structures.	2
2431	A Temporal Relational Algebra as Basis for Temporal Relational Completeness.	2
2432	A Polygen Model for Heterogeneous Database Systems: The Source Tagging Perspective.	2
2433	Query Processing for Distance Metrics.	2
2434	Maintaining Consistency of Client-Cached Data.	2
2435	Factoring Augmented Regular Chain Programs.	2
2436	An Adaptive Hash Join Algorithm for Multiuser Environments.	2
2437	An SQL-Based Query Language For Networks of Relations.	2
2438	New Hope on Data Models and Types: Report of an NSF-INRIA Workshop.	2
2439	Object-Oriented Database Systems: In Transition.	2
2440	"Announcements and Calls for Papers: POS 90, Management of Replicated Data 90, IFIP WG8.4 90, ICDT 90, Multimedia Inf. Systems 91, JCIT-5, Software Eng. J., ER 90, DEXA 90, ..."	2
2441	Multidatabase Interoperability.	2
2442	"Announcements and Calls for Papers: VLDB Journal, Critical Issues 90, CR, SIGIR Forum, IEEE Computer, CCW 91, ICDCS 91, JCIT-5, ..."	2
2443	"Announcements and Calls for Papers: SIGMOD 91, PODS 91, VLDB 91, ER 91, SIGIR 91, SSD 91, BNCOD-9, ECOOP 91, DEXA 91, WADS 91, SIGSOFT 91"	2
2444	Extensible Database Management Systems.	2
2445	Response to R. T. Snodgrass's Letter in SIGMOD Record.	2
2446	Parallel Database Systems: The Future of Database Processing or a Passing Fad?	2
2447	Summary of the Final Report of the NSF Workshop on Scientific Database Management.	2
2448	Research Directions for Distributed Databases.	2
2449	Four Valued Logic for Relational Database Systems.	2
2450	A Note on the Translation of SQL to Tuple Calculus.	2
2451	Directions For Future Database Research & Development - Letter from the Issue Editor.	2
2452	Research Issues in Spatial Databases.	2
2453	Database Security: Current Status and Key Issues.	2
2454	Semantic Modeling through Identification and Characterization of Objects.	2
2455	Selected Database Research at Stanford.	2
2456	Chair's Message.	2
2457	Database Security.	2
2458	A Deductive Database Architecture Based on Partial Evaluation.	2
2459	The Implication Problem for Inclusion Dependencies: A Graph Approach.	2
2460	Accommodating Imprecision in Database Systems: Issues and Solutions.	2
2461	ACM News	2
2462	News	2
2463	Yet Another Note on Minimal Covers.	2
2464	Extending the Transaction Model to Capture more Meaning.	2
2465	Congresses on Databases.	2
2466	"Report on the Workshop on Heterogenous Database Systems held at Northwestern University, Evanston, Illinois, December 11-13, 1989, Sponsored by NSF."	2
2467	Editor's Notes.	2
2468	SIGMOD Institutional Sponsors	2
2469	Database Research at Bellcore.	2
2470	"Database Systems: Achievements and Opportunities - The ""Lagunita"" Report of the NSF Invitational Workshop on the Future of Database System Research held in Palo Alto, California, February 22-23, 1990."	2
2471	Data Base Research at Berkeley.	2
2472	Third-Generation Database System Manifesto - The Committee for Advanced DBMS Function.	2
2473	Temporal Databases - Status and Research Directions.	2
2474	Correction.	2
2475	Computing Transitive Closures of Multilevel Relations.	2
2476	Deductive Databases: Achievements and Future Directions.	2
2477	Incomplete Information in Object-Oriented Databases.	2
2478	Data Sharing in a Large Heterogeneous Environment.	2
2479	Performance Characteristics of Protocols With Ordered Shared Locks.	2
2480	Object Versioning in Ode.	2
2481	ESQL: A Query Language for the Relation Model Supporting Image Domains.	2
2482	"Title, General Co-Chairpersons' Message, Program Co-Chairpersons' Message, Committees, Reviewers, Table of Contents, Author Index."	2
2483	An Indexing Technique for Object-Oriented Databases.	2
2484	Constraint-Based Reasoning in Deductive Databases.	2
2485	Divide and Conquer: A Basis for Augmenting a Conventional Query Optimizer with Multiple Query Proceesing Capabilities.	2
2486	Inferential Modelling Technique for Constructing Second Generation Knowledge Based Systems.	2
2487	Determining Beneficial Semijoins for a Join Sequence in Distributed Query Processing.	2
2488	An Efficient Hybrid Join Algorithm: A DB2 Prototype.	2
2489	Using Type Inference and Induced Rules to Provide Intensional Answers.	2
2490	Locking Granularity in Multiprocessor Database Systems.	2
2491	Optimization of Generalized Transitive Closure Queries.	2
2492	Object-Centered Constraints.	2
2493	Maintaining Quasi Serializability in Multidatabase Systems.	2
2494	A Polymorphic Relational Algebra and Its Optimization.	2
2495	Efficient Implementation Techniques For the Time Index.	2
2496	DOT: A Spatial Access Method Using Fractals.	2
2497	A Rule-Based Query Rewriter in an Extensible DBMS.	2
2498	Wait Depth Limited Concurrency Control.	2
2499	An Analysis Technique for Transitive Closure Algorithms: A Statistical Approach.	2
2500	On Serializability of Multidatabase Transactions Through Forced Local Conflicts.	2
2501	Real Time Retrieval and Update of Materialized Transitive Closure.	2
2502	Query Processing Algorithms for Temporal Intersection Joins.	2
2503	Spatial Database Indices for Large Extended Objects.	2
2504	An Association Algebra For Processing Object-Oriented Databases.	2
2505	Modeling Transition.	2
2506	Preserving and Generating Objects in the LIVING IN A LATTICE Rule Language.	2
2507	Unilateral Commit: A New Paradigm for Reliable Distributed Transaction Processing.	2
2508	Parallel Computation of Direct Transitive Closures.	2
2509	Navigation and Schema Transformations for Producing Nested Relations form Networks.	2
2510	Object/Behavior Diagrams.	2
2511	Precomputation in a Complex Object Environment.	2
2512	A Knowledge-Based Subsystem for a Natural Language Interface to a Database that Predicts and Explains Query Failures.	2
2513	Compiling a Rule Database Program into a C/SQL Application.	2
2514	Performance Evaluation of Functional Disk System (FDS-R2).	2
2515	The Software Architecture of a Parallel Processing System for Advanced Database Applications.	2
2516	Semantic Query Reformulation in Deductive Databases.	2
2517	Processing of Multiple Queries in Distributed Databases.	2
2518	Performance Measurement of Some Main Memory Database Recovery Algorithms.	2
2519	Incremental Restart.	2
2520	Natural Joins in Relational Databases with Indefinite and Maybe Information.	2
2521	Interactive Manipulation of Object-oriented Views.	2
2522	Problems Underlying the Use of Referential Integrity in Relational Database Management Systems.	2
2523	Conflict-driven Load Control for the Avoidance of Data-Contention Thrashing.	2
2524	ARIES-RRH: Restricted Repeating of History in the ARIES Transaction Recovery Method.	2
2525	"Exploiting Parallelism in the Implementation of Agna, a Persistent Programming System."	2
2526	Execution Plan Balancing.	2
2527	Scheduling Batch Transactions on Shared-Nothing Parallel Database Machines: Effects of Concurrency and Parallelism.	2
2528	Atomic Commitment for Integrated Database Systems.	2
2529	Interval Assignment for Periodic Transactions in Real-Time Database Systems.	2
2530	A Methodology for Benchmarking Distributed Database Management Systems.	2
2531	An Efficient Semantic Query Optimization Algorithm.	2
2532	Voting with Regenerable Volatile Witnesses.	2
2533	Request Order Linked List (ROLL): A Concurrency Control Object for Centralized and Distributed Database Systems.	2
2534	Domain Vector Accelerator for Relational Operations.	2
2535	Perfect Hashing Functions for Hardware Applications.	2
2536	Spatial Join Indices.	2
2537	A Semantic Integrity Framework: Set Restrictions for Semantic Groupings.	2
2538	Modeling Uncertainty in Databases.	2
2539	Meta-reasoning: An Incremental Compilation Approach.	2
2540	The Architecture of BrAID: A System for Bridging AI/DB Systems.	2
2541	Lk: A Language for Capturing Real World Meanings of the Stored Data.	2
2542	Evaluation of Rule Processing Strategies In Expert Databases.	2
2543	Read Optimized File System Designs: A Performance Evaluation.	2
2544	Query Pairs as Hypertext Links.	2
2545	Performance Limits of Two-Phase Locking.	2
2546	Efficiently Maintaining Availability in the Presence of Partitionings in Distributed Systems.	2
2547	Implementation and Evaluation of a Browsing Algorithm for Design Applications.	2
2548	Design Overview of the Aditi Deductive Database System.	2
2549	How Spacey Can They Get? Space Overhead for Storage and Indexing with Object-Oriented Databases.	2
2550	An Object-Oriented Query Processor that Produces Monotonically Improving Approximate Answers.	2
2551	An Effective Algorithm for Parallelizing Hash Joins in the Presence of Data Skew.	2
2552	Optimal Buffer Partitioning for the Nested Block Join Algorithm.	2
2553	Distributed Query Optimization by One-Shot Fixed-Precision Semi-Join Execution.	2
2554	First-Order Logic Reducible Programs.	2
2555	A Framework for Schema Updates In An Object-Oriented Database System.	2
2556	Optimal Buffer Allocation in A Multi-Query Environment.	2
2557	An Evaluation Framework for Algebraic Object-Oriented Query Models.	2
2558	Database Programming Languages: A Functional Approach.	2
2559	Objects and Views.	2
2560	Using Multiversion Data for Non-interfering Execution of Write-only Transactions.	2
2561	Version Management of Composite Objects in CAD Databases.	2
2562	Updating Relational Databases through Object-Based Views.	2
2563	Spatial Priority Search: An Access Technique for Scaleless Maps.	2
2564	Data Caching Tradeoffs in Client-Server DBMS Architectures.	2
2565	Nested Relation Based Database Knowledge Representation.	2
2566	Effective Clustering of Complex Objects in Object-Oriented Databases.	2
2567	Trait: An Attribute Management System for VLSI Design Objects.	2
2568	Extracting Concurrency from Objects: A Methodology.	2
2569	Replica Control in Distributed Systems: An Asynchronous Approach.	2
2570	Set-Oriented Constructs: From Rete Rule Bases to Database Systems.	2
2571	MMDB Reload Algorithms.	2
2572	New Directions For Uncertainty Reasoning In Deductive Databases.	2
2573	An Extended Memoryless Inference Control Method: Accounting for Dependence in Table-level Controls.	2
2574	Error-Constraint COUNT Query Evaluation in Relational Databases.	2
2575	Incomplete Objects - A Data Model for Design and Planning Applications.	2
2576	On the Propagation of Errors in the Size of Join Results.	2
2577	Left-Deep vs. Bushy Trees: An Analysis of Strategy Spaces and its Implications for Query Optimization.	2
2578	A Retrieval Technique for Similar Shapes.	2
2579	Towards a Multilevel Secure Relational Data Model.	2
2580	Efficient Assembly of Complex Objects.	2
2581	Function Materialization in Object Bases.	2
2582	Segment Indexes: Dynamic Indexing Techniques for Multi-Dimensional Interval Data.	2
2583	Language Features for Interoperability of Databases with Schematic Discrepancies.	2
2584	Fully Persistent B+-trees.	2
2585	Computers versus Common Sense.	2
2586	Starburst II: The Extender Strikes Back!	2
2587	An Optimistic Commit Protocol for Distributed Transaction Management.	2
2588	LLO: An Object-Oriented Deductive Language with Methods and Method Inheritance.	2
2589	Optimization and Evaluation of Database Queries Including Embedded Interpolation Procedures.	2
2590	Flexible Buffer Allocation Based on Marginal Gains.	2
2591	HYDRO: A Heterogeneous Distributed Database System.	2
2592	Glue-Nail: A Deductive Database System.	2
2593	"Aspects: Extending Objects to Support Multiple, Independent Roles."	2
2594	Multi-Disk B-trees.	2
2595	A Non-deterministic Deductive Database Language.	2
2596	K: A High-Level Knowledge Base Programming Language for Advanced Database Applications.	2
2597	Performance of B-Tree Concurrency Algorithms.	2
2598	Are Standards the Panacea for Heterogeneous Distributed DBMSs?	2
2599	Managing Persistent Objects in a Multi-Level Store.	2
2600	Space Optimization in the Bottom-Up Evaluation of Logic Programs.	2
2601	A Stochastic Approach for Clustering in Object Bases.	2
2602	"Algebraic Support for Complex Objects with Arrays, Identity, and Inheritance."	2
2603	Cache Consistency and Concurrency Control in a Client/Server DBMS Architecture.	2
2604	Dynamic File Allocation in Disk Arrays.	2
2605	Incremental Evaluation of Rules and its Relationship to Parallelism.	2
2606	Management Of Schema Evolution In Databases.	2
2607	Optimization for Spatial Query Processing.	2
2608	A Relationship Mechanism for a Strongly Typed Object-Oriented Database Programming Language.	2
2609	On Maintaining Priorities in a Production Rule System.	2
2610	Algebraic Properties of Bag Data Types.	2
2611	A Model for Active Object Oriented Databases.	2
2612	An Iterative Method for Distributed Database Design.	2
2613	Logic Programming Environments for Large Knowledge Bases: A Practical Perspective (Abstract).	2
2614	Semantic Modeling of Object Oriented Databases.	2
2615	Effects of Database Size on Rule System Performance: Five Case Studies.	2
2616	Interoperability In Multidatabases: Semantic and System Issues (Panel).	2
2617	Deriving Production Rules for Incremental View Maintenance.	2
2618	Kaleidoscope Data Model for An English-like Query Language.	2
2619	Dynamic Constraints and Object Migration.	2
2620	A Temporal Knowledge Representation Model OSAM*/T and Its Query Language OQL/T.	2
2621	A Formalism for Extended Transaction Model.	2
2622	Rule Management in Object Oriented Databases: A Uniform Approach.	2
2623	Active Database Systems (Abstract).	2
2624	A Transactional Model for Long-Running Activities.	2
2625	A Methodology for the Design and Transformation of Conceptual Schemas.	2
2626	An Evaluation of Non-Equijoin Algorithms.	2
2627	Conecptual Modeling Using and Extended E-R Model (Abstract).	2
2628	Cooperative Access to Data and Knowledge Baes (Abstract).	2
2629	The Power of Methods With Parallel Semantics.	2
2630	Predictive Load Control for Flexible Buffer Allocation.	2
2631	Ode as an Active Database: Constraints and Triggers.	2
2632	Optimizing Random Retrievals from CLV format Optical Disks.	2
2633	Object Placement in Parallel Hypermedia Systems.	2
2634	Temporal Logic & Historical Databases.	2
2635	Semantic Queries with Pictures: The VIMSYS Model.	2
2636	A Performance Evaluation of Multi-Level Transaction Management.	2
2637	Adaptive Load Control in Transaction Processing Systems.	2
2638	Handling Data Skew in Multiprocessor Database Computers Using Partition Tuning.	2
2639	Experimental Evaluation of Real-Time Optimistic Concurrency Control Schemes.	2
2640	Language Constructs for Programming Active Databases.	2
2641	Adaptive Locking Strategies in a Multi-node Data Sharing Environment.	2
2642	Database Technologies for the 90's and Beyond (Panel).	2
2643	Data and Knowledge Bases for Genome Mapping: What Lies Ahead? (Panel).	2
2644	Solving Domain Mismatch and Schema Mismatch Problems with an Object-Oriented Database Programming Language.	2
2645	Extending the Search Strategy in a Query Optimizer.	2
2646	Optimization of Multi-Way Join Queries for Parallel Execution.	2
2647	Safe Referential Structures in Relational Databases.	2
2648	Recovery and Coherency-Control Protocols for Fast Intersystem Page Transfer and Fine-Granularity Locking in a Shared Disks Transaction Environment.	2
