,id,count
5060,23149,5
5061,23150,1
5062,23151,5
5063,23152,4
5064,23153,1
5065,23154,1
5066,23155,1
5067,23156,2
5068,23157,1
5069,23158,3
5070,23159,3
5071,23160,1
5072,23161,1
5073,23162,1
5074,23163,1
5075,23164,2
5076,23165,1
5077,23166,3
5078,23167,4
5079,23168,1
5080,23169,1
5081,23170,1
5082,23171,1
5083,23172,1
5084,23173,1
5085,23174,1
5086,23175,1
5087,23176,1
5088,23177,1
5089,23178,1
5090,23179,1
5091,23180,1
5092,23181,1
5093,23182,1
5094,23183,1
5095,23184,1
5096,23185,2
5097,23186,1
5098,23187,1
5099,23188,2
5100,23189,1
5101,23190,1
5102,23191,1
5103,23192,1
5104,23193,2
5105,23194,2
5106,23195,3
5107,23196,2
5108,23197,1
5109,23198,1
5110,23199,1
5111,23200,1
5112,23201,1
5113,23202,3
5114,23203,5
5115,23204,1
5116,23205,1
5117,23206,1
5118,23207,4
5119,23208,1
5120,23209,1
5121,23210,1
5122,23211,2
5123,23212,9
5124,23213,1
5125,23214,1
5126,23215,7
5127,23216,14
5128,23217,2
5129,23218,3
5130,23219,2
5131,23220,1
5132,23221,2
5133,23222,5
5134,23223,1
5135,23224,1
5136,23225,1
5137,23226,1
5138,23227,5
5139,23228,3
5140,23229,2
5141,23230,2
5142,23231,2
5143,23232,1
5144,23233,3
5145,23234,1
5146,23235,1
5147,23236,1
5148,23237,1
5149,23238,1
5150,23239,1
5151,23240,1
5152,23241,1
5153,23242,1
5154,23243,1
5155,23244,2
5156,23245,1
5157,23246,2
5158,23247,3
5159,23248,1
5160,23249,1
5161,23250,1
5162,23251,1
5163,23252,1
5164,23253,1
5165,23254,1
5166,23255,4
5167,23256,5
5168,23257,1
5169,23258,1
5170,23259,5
5171,23260,7
5172,23261,1
5173,23262,1
5174,23263,2
5175,23264,1
5176,23265,1
5177,23266,4
5178,23267,1
5179,23268,1
5180,23269,3
5181,23270,1
5182,23271,1
5183,23272,3
5184,23273,4
5185,23274,5
5186,23275,3
5187,23276,3
5188,23277,4
5189,23278,1
5190,23279,1
5191,23280,5
5192,23281,2
5193,23282,4
5194,23283,6
5195,23284,1
5196,23285,1
5197,23286,12
5198,23287,26
5199,23288,1
5200,23289,1
5201,23290,1
5202,23291,1
5203,23292,1
5204,23293,1
5205,23294,6
5206,23295,3
5207,23296,1
5208,23297,2
5209,23298,1
5210,23299,1
5211,23300,3
5212,23301,3
5213,23302,2
5214,23303,3
5215,23304,1
5216,23305,1
5217,23306,8
5218,23307,2
5219,23308,3
5220,23309,5
5221,23310,1
5222,23311,1
5223,23312,1
5224,23313,1
5225,23314,1
5226,23315,1
5227,23316,1
5228,23317,6
5229,23318,1
5230,23319,4
5231,23320,2
5232,23321,2
5233,23322,1
5234,23323,1
5235,23324,1
5236,23325,1
5237,23326,1
5238,23327,1
5239,23328,4
5240,23329,5
5241,23330,2
5242,23331,1
5243,23332,1
5244,23333,1
5245,23334,2
5246,23335,2
5247,23336,1
5248,23337,1
5249,23338,1
5250,23339,1
5251,23340,1
5252,23341,1
5253,23342,1
5254,23343,1
5255,23344,3
5256,23345,1
5257,23346,1
5258,23347,3
5259,23348,2
5260,23349,2
5261,23350,1
5262,23351,6
5263,23352,11
5264,23353,1
5265,23354,1
5266,23355,16
5267,23356,1
5268,23357,1
5269,23358,1
5270,23359,1
5271,23360,2
5272,23361,3
5273,23362,1
5274,23363,1
5275,23364,1
5276,23365,3
5277,23366,1
5278,23367,1
5279,23368,4
5280,23369,2
5281,23370,1
5282,23371,2
5283,23372,2
5284,23373,1
5285,23374,1
5286,23375,1
5287,23376,1
5288,23377,1
5289,23378,2
5290,23379,14
5291,23380,7
5292,23381,1
5293,23382,1
5294,23383,1
5295,23384,1
5296,23385,2
5297,23386,8
5298,23387,1
5299,23388,1
5300,23389,1
5301,23390,1
5302,23391,1
5303,23392,1
5304,23393,2
5305,23394,1
5306,23395,1
5307,23396,1
5308,23397,1
5309,23398,1
5310,23399,1
5311,23400,3
5312,23401,1
5313,23402,1
5314,23403,1
5315,23404,3
5316,23405,2
5317,23406,3
5318,23407,3
5319,23408,10
5320,23409,2
5321,23410,1
5322,23411,3
5323,23412,6
5324,23413,1
5325,23414,5
5326,23415,1
5327,23416,2
5328,23417,2
5329,23418,1
5330,23419,1
5331,23420,1
5332,23421,2
5333,23422,1
5334,23423,1
5335,23424,5
5336,23425,1
5337,23426,1
5338,23427,1
5339,23428,1
5340,23429,1
5341,23430,2
5342,23431,1
5343,23432,1
5344,23433,1
5345,23434,1
5346,23435,8
5347,23436,1
5348,23437,1
5349,23438,1
5350,23439,2
5351,23440,2
5352,23441,1
5353,23442,2
5354,23443,2
5355,23444,2
5356,23445,2
5357,23446,1
5358,23447,1
5359,23448,1
5360,23449,1
5361,23450,2
5362,23451,2
5363,23452,1
5364,23453,1
5365,23454,1
5366,23455,5
5367,23456,1
5368,23457,1
5369,23458,1
5370,23459,1
5371,23460,4
5372,23461,1
5373,23462,3
5374,23463,4
5375,23464,1
5376,23465,2
5377,23466,1
5378,23467,2
5379,23468,1
5380,23469,1
5381,23470,1
5382,23471,7
5383,23472,1
5384,23473,1
5385,23474,4
5386,23475,1
5387,23476,1
5388,23477,1
5389,23478,2
5390,23479,2
5391,23480,5
5392,23481,3
5393,23482,2
5394,23483,2
5395,23484,2
5396,23485,2
5397,23486,2
5398,23487,6
5399,23488,3
5400,23489,1
5401,23490,1
5402,23491,1
5403,23492,1
5404,23493,1
5405,23494,1
5406,23495,1
5407,23496,3
5408,23497,1
5409,23498,1
5410,23499,7
5411,23500,1
5412,23501,1
5413,23502,1
5414,23503,1
5415,23504,1
5416,23505,1
5417,23506,1
5418,23507,10
5419,23508,4
5420,23509,1
5421,23510,1
5422,23511,2
5423,23512,1
5424,23513,2
5425,23514,2
5426,23515,1
5427,23516,1
5428,23517,1
5429,23518,6
5430,23519,6
5431,23520,1
5432,23521,5
5433,23522,20
5434,23523,1
5435,23524,1
5436,23525,2
5437,23526,3
5438,23527,3
5439,23528,11
5440,23529,2
5441,23530,4
5442,23531,2
5443,23532,2
5444,23533,6
5445,23534,1
5446,23535,1
5447,23536,3
5448,23537,5
5449,23538,3
5450,23539,1
5451,23540,7
5452,23541,1
5453,23542,1
5454,23543,16
5455,23544,1
5456,23545,1
5457,23546,8
5458,23547,1
5459,23548,10
5460,23549,2
5461,23550,2
5462,23551,1
5463,23552,1
5464,23553,1
5465,23554,1
5466,23555,1
5467,23556,1
5468,23557,1
5469,23558,3
5470,23559,1
5471,23560,1
5472,23561,8
5473,23562,1
5474,23563,1
5475,23564,3
5476,23565,1
5477,23566,5
5478,23567,4
5479,23568,3
5480,23569,3
5481,23570,17
5482,23571,1
5483,23572,2
5484,23573,1
5485,23574,2
5486,23575,5
5487,23576,1
5488,23577,5
5489,23578,2
5490,23579,3
5491,23580,1
5492,23581,23
5493,23582,2
5494,23583,1
5495,23584,2
5496,23585,1
5497,23586,1
5498,23587,1
5499,23588,13
5500,23589,8
5501,23590,2
5502,23591,1
5503,23592,4
5504,23593,1
5505,23594,7
5506,23595,1
5507,23596,1
5508,23597,1
5509,23598,1
5510,23599,4
5511,23600,1
5512,23601,3
5513,23602,2
5514,23603,1
5515,23604,1
5516,23605,1
5517,23606,1
5518,23607,4
5519,23608,1
5520,23609,1
5521,23610,1
5522,23611,2
5523,23612,1
5524,23613,1
5525,23614,2
5526,23615,1
5527,23616,2
5528,23617,3
5529,23618,1
5530,23619,1
5531,23620,2
5532,23621,1
5533,23622,2
5534,23623,4
5535,23624,1
5536,23625,1
5537,23626,1
5538,23627,1
5539,23628,1
5540,23629,1
5541,23630,4
5542,23631,5
5543,23632,1
5544,23633,1
5545,23634,1
5546,23635,2
5547,23636,1
5548,23637,3
5549,23638,1
5550,23639,1
5551,23640,2
5552,23641,2
5553,23642,1
5554,23643,1
5555,23644,2
5556,23645,1
5557,23646,1
5558,23647,1
5559,23648,1
5560,23649,1
5561,23650,1
5562,23651,1
5563,23652,1
5564,23653,1
5565,23654,1
5566,23655,1
5567,23656,1
5568,23657,2
5569,23658,2
5570,23659,1
5571,23660,2
5572,23661,1
5573,23662,1
5574,23663,1
5575,23664,1
5576,23665,1
5577,23666,1
5578,23667,1
5579,23668,1
5580,23669,1
5581,23670,2
5582,23671,7
5583,23672,1
5584,23673,1
5585,23674,5
5586,23675,8
5587,23676,1
5588,23677,1
5589,23678,2
5590,23679,1
5591,23680,1
5592,23681,1
5593,23682,1
5594,23683,2
5595,23684,8
5596,23685,1
5597,23686,2
5598,23687,1
5599,23688,2
5600,23689,1
5601,23690,1
5602,23691,2
5603,23692,1
5604,23693,1
5605,23694,1
5606,23695,2
5607,23696,1
5608,23697,1
5609,23698,1
5610,23699,5
5611,23700,3
5612,23701,1
5613,23702,1
5614,23703,1
5615,23704,1
5616,23705,1
5617,23706,1
5618,23707,2
5619,23708,1
5620,23709,1
5621,23710,1
5622,23711,2
5623,23712,1
5624,23713,2
5625,23714,1
5626,23715,1
5627,23716,1
5628,23717,12
5629,23718,1
5630,23719,2
5631,23720,1
5632,23721,15
5633,23722,1
5634,23723,1
5635,23724,1
5636,23725,4
5637,23726,1
5638,23727,1
5639,23728,1
5640,23729,1
5641,23730,1
5642,23731,1
5643,23732,1
5644,23733,3
5645,23734,1
5646,23735,2
5647,23736,1
5648,23737,1
5649,23738,2
5650,23739,1
5651,23740,1
5652,23741,2
5653,23742,2
5654,23743,2
5655,23744,1
5656,23745,1
5657,23746,2
5658,23747,1
5659,23748,8
5660,23749,2
5661,23750,13
5662,23751,1
5663,23752,1
5664,23753,2
5665,23754,3
5666,23755,1
5667,23756,2
5668,23757,1
5669,23758,3
5670,23759,1
5671,23760,1
5672,23761,1
5673,23762,1
5674,23763,1
5675,23764,1
5676,23765,10
5677,23766,1
5678,23767,2
5679,23768,2
5680,23769,2
5681,23770,1
5682,23771,1
5683,23772,3
5684,23773,2
5685,23774,3
5686,23775,1
5687,23776,4
5688,23777,1
5689,23778,3
5690,23779,2
5691,23780,6
5692,23781,1
5693,23782,1
5694,23783,1
5695,23784,7
5696,23785,7
5697,23786,8
5698,23787,1
5699,23788,1
5700,23789,1
5701,23790,1
5702,23791,11
5703,23792,1
5704,23793,3
5705,23794,7
5706,23795,1
5707,23796,2
5708,23797,1
5709,23798,9
5710,23799,1
5711,23800,2
5712,23801,1
5713,23802,1
5714,23803,24
5715,23804,1
5716,23805,1
5717,23806,1
5718,23807,4
5719,23808,1
5720,23809,1
5721,23810,1
5722,23811,1
5723,23812,1
5724,23813,1
5725,23814,1
5726,23815,1
5727,23816,5
5728,23817,18
5729,23818,1
5730,23819,1
5731,23820,8
5732,23821,6
5733,23822,1
5734,23823,1
5735,23824,2
5736,23825,5
5737,23826,1
5738,23827,3
5739,23828,1
5740,23829,10
5741,23830,2
5742,23831,11
5743,23832,3
5744,23833,2
5745,23834,2
5746,23835,2
5747,23836,2
5748,23837,3
5749,23838,2
5750,23839,2
5751,23840,20
5752,23841,1
5753,23842,1
5754,23843,2
5755,23844,1
5756,23845,1
5757,23846,1
5758,23847,1
5759,23848,2
5760,23849,2
5761,23850,4
5762,23851,5
5763,23852,1
5764,23853,1
5765,23854,1
5766,23855,3
5767,23856,1
5768,23857,1
5769,23858,1
5770,23859,1
5771,23860,1
5772,23861,1
5773,23862,1
5774,23863,1
5775,23864,1
5776,23865,3
5777,23866,9
5778,23867,1
5779,23868,1
5780,23869,2
5781,23870,1
5782,23871,3
5783,23872,1
5784,23873,1
5785,23874,9
5786,23875,1
5787,23876,1
5788,23877,1
5789,23878,1
5790,23879,1
5791,23880,1
5792,23881,1
5793,23882,1
5794,23883,1
5795,23884,1
5796,23885,3
5797,23886,2
5798,23887,1
5799,23888,1
5800,23889,2
5801,23890,1
5802,23891,1
5803,23892,2
5804,23893,2
5805,23894,1
5806,23895,1
5807,23896,1
5808,23897,1
5809,23898,21
5810,23899,3
5811,23900,1
5812,23901,2
5813,23902,7
5814,23903,1
5815,23904,1
5816,23905,1
5817,23906,1
5818,23907,1
5819,23908,1
5820,23909,1
5821,23910,1
5822,23911,1
5823,23912,1
5824,23913,1
5825,23914,1
5826,23915,1
5827,23916,1
5828,23917,1
5829,23918,1
5830,23919,3
5831,23920,6
5832,23921,2
5833,23922,1
5834,23923,1
5835,23924,1
5836,23925,1
5837,23926,1
5838,23927,4
5839,23928,1
5840,23929,1
5841,23930,1
5842,23931,1
5843,23932,1
5844,23933,1
5845,23934,1
5846,23935,1
5847,23936,1
5848,23937,1
5849,23938,1
5850,23939,1
5851,23940,1
5852,23941,8
5853,23942,2
5854,23943,3
5855,23944,5
5856,23945,3
5857,23946,1
5858,23947,4
5859,23948,2
5860,23949,1
5861,23950,1
5862,23951,1
5863,23952,1
5864,23953,3
5865,23954,1
5866,23955,1
5867,23956,1
5868,23957,1
5869,23958,1
5870,23959,1
5871,23960,1
5872,23961,1
5873,23962,1
5874,23963,2
5875,23964,1
5876,23965,1
5877,23966,1
5878,23967,1
5879,23968,3
5880,23969,1
5881,23970,1
5882,23971,1
5883,23972,2
5884,23973,1
5885,23974,1
5886,23975,1
5887,23976,1
5888,23977,1
5889,23978,1
5890,23979,5
5891,23980,2
5892,23981,4
5893,23982,2
5894,23983,1
5895,23984,1
5896,23985,2
5897,23986,4
5898,23987,7
5899,23988,13
5900,23989,2
5901,23990,5
5902,23991,2
5903,23992,2
5904,23993,1
5905,23994,7
5906,23995,1
5907,23996,1
5908,23997,2
5909,23998,1
5910,23999,1
5911,24000,3
5912,24001,1
5913,24002,3
5914,24003,1
5915,24004,1
5916,24005,1
5917,24006,6
5918,24007,1
5919,24008,1
5920,24009,1
5921,24010,2
5922,24011,1
5923,24012,1
5924,24013,1
5925,24014,4
5926,24015,1
5927,24016,1
5928,24017,3
5929,24018,2
5930,24019,1
5931,24020,1
5932,24021,1
5933,24022,1
5934,24023,1
5935,24024,1
5936,24025,1
5937,24026,3
5938,24027,1
5939,24028,1
5940,24029,1
5941,24030,6
5942,24031,2
5943,24032,3
5944,24033,3
5945,24034,2
5946,24035,1
5947,24036,9
5948,24037,3
5949,24038,1
5950,24039,1
5951,24040,1
5952,24041,1
5953,24042,1
5954,24043,2
5955,24044,1
5956,24045,1
5957,24046,5
5958,24047,1
5959,24048,5
5960,24049,1
5961,24050,1
5962,24051,1
5963,24052,1
5964,24053,1
5965,24054,2
5966,24055,1
5967,24056,1
5968,24057,1
5969,24058,1
5970,24059,1
5971,24060,1
5972,24061,1
5973,24062,1
5974,24063,1
5975,24064,3
5976,24065,2
5977,24066,4
5978,24067,3
5979,24068,1
5980,24069,12
5981,24070,1
5982,24071,2
5983,24072,1
5984,24073,2
5985,24074,16
5986,24075,1
5987,24076,1
5988,24077,1
5989,24078,10
5990,24079,1
5991,24080,4
5992,24081,1
5993,24082,1
5994,24083,1
5995,24084,1
5996,24085,5
5997,24086,1
5998,24087,1
5999,24088,1
6000,24089,2
6001,24090,4
6002,24091,3
6003,24092,3
6004,24093,10
6005,24094,2
6006,24095,1
6007,24096,1
6008,24097,1
6009,24098,1
6010,24099,1
6011,24100,1
6012,24101,4
6013,24102,3
6014,24103,15
6015,24104,5
6016,24105,1
6017,24106,1
6018,24107,1
6019,24108,1
6020,24109,1
6021,24110,1
6022,24111,1
6023,24112,3
6024,24113,2
6025,24114,1
6026,24115,2
6027,24116,1
6028,24117,1
6029,24118,1
6030,24119,4
6031,24120,1
6032,24121,1
6033,24122,8
6034,24123,5
6035,24124,1
6036,24125,1
6037,24126,1
6038,24127,2
6039,24128,2
6040,24129,1
6041,24130,2
6042,24131,1
6043,24132,5
6044,24133,1
6045,24134,1
6046,24135,1
6047,24136,2
6048,24137,1
6049,24138,7
6050,24139,1
6051,24140,3
6052,24141,1
6053,24142,3
6054,24143,1
6055,24144,2
6056,24145,1
6057,24146,1
6058,24147,10
6059,24148,1
6060,24149,1
6061,24150,5
6062,24151,1
6063,24152,4
6064,24153,1
6065,24154,1
6066,24155,1
6067,24156,1
6068,24157,1
6069,24158,1
6070,24159,1
6071,24160,11
6072,24161,3
6073,24162,8
6074,24163,1
6075,24164,1
6076,24165,1
6077,24166,1
6078,24167,1
6079,24168,1
6080,24169,1
6081,24170,7
6082,24171,1
6083,24172,1
6084,24173,2
6085,24174,1
6086,24175,1
6087,24176,1
6088,24177,1
6089,24178,1
6090,24179,1
6091,24180,2
6092,24181,5
6093,24182,1
6094,24183,2
6095,24184,1
6096,24185,1
6097,24186,1
6098,24187,1
6099,24188,1
6100,24189,1
6101,24190,1
6102,24191,1
6103,24192,1
6104,24193,1
6105,24194,1
6106,24195,2
6107,24196,2
6108,24197,1
6109,24198,2
6110,24199,1
6111,24200,1
6112,24201,1
6113,24202,1
6114,24203,1
6115,24204,1
6116,24205,1
6117,24206,1
6118,24207,1
6119,24208,5
6120,24209,3
6121,24210,2
6122,24211,1
6123,24212,1
6124,24213,1
6125,24214,1
6126,24215,1
6127,24216,1
6128,24217,1
6129,24218,2
6130,24219,1
6131,24220,1
6132,24221,1
6133,24222,1
6134,24223,1
6135,24224,5
6136,24225,1
6137,24226,6
6138,24227,2
6139,24228,5
6140,24229,5
6141,24230,1
6142,24231,1
6143,24232,1
6144,24233,4
6145,24234,3
6146,24235,1
6147,24236,5
6148,24237,3
6149,24238,12
6150,24239,1
6151,24240,1
6152,24241,18
6153,24242,10
6154,24243,2
6155,24244,2
6156,24245,4
6157,24246,1
6158,24247,2
6159,24248,1
6160,24249,1
6161,24250,1
6162,24251,1
6163,24252,1
6164,24253,1
6165,24254,1
6166,24255,1
6167,24256,1
6168,24257,1
6169,24258,1
6170,24259,4
6171,24260,2
6172,24261,3
6173,24262,2
6174,24263,2
6175,24264,2
6176,24265,1
6177,24266,6
6178,24267,1
6179,24268,1
6180,24269,1
6181,24270,1
6182,24271,1
6183,24272,1
6184,24273,1
6185,24274,1
6186,24275,6
6187,24276,1
6188,24277,4
6189,24278,1
6190,24279,5
6191,24280,1
6192,24281,2
6193,24282,2
6194,24283,1
6195,24284,1
6196,24285,5
6197,24286,2
6198,24287,1
6199,24288,1
6200,24289,1
6201,24290,1
6202,24291,6
6203,24292,1
6204,24293,1
6205,24294,1
6206,24295,1
6207,24296,4
6208,24297,1
6209,24298,1
6210,24299,1
6211,24300,2
6212,24301,1
6213,24302,1
6214,24303,4
6215,24304,4
6216,24305,1
6217,24306,1
6218,24307,1
6219,24308,1
6220,24309,1
6221,24310,1
6222,24311,1
6223,24312,1
6224,24313,1
6225,24314,1
6226,24315,2
6227,24316,2
6228,24317,1
6229,24318,4
6230,24319,1
6231,24320,1
6232,24321,1
6233,24322,4
6234,24323,3
6235,24324,3
6236,24325,3
6237,24326,3
6238,24327,2
6239,24328,1
6240,24329,1
6241,24330,1
6242,24331,5
6243,24332,2
6244,24333,1
6245,24334,1
6246,24335,1
6247,24336,1
6248,24337,1
6249,24338,1
6250,24339,3
6251,24340,1
6252,24341,2
6253,24342,3
6254,24343,1
6255,24344,1
6256,24345,1
6257,24346,1
6258,24347,2
6259,24348,5
6260,24349,5
6261,24350,3
6262,24351,3
6263,24352,5
6264,24353,5
6265,24354,10
6266,24355,1
6267,24356,1
6268,24357,1
6269,24358,3
6270,24359,1
6271,24360,1
6272,24361,2
6273,24362,8
6274,24363,5
6275,24364,1
6276,24365,7
6277,24366,1
6278,24367,1
6279,24368,1
6280,24369,1
6281,24370,1
6282,24371,2
6283,24372,1
6284,24373,1
6285,24374,1
6286,24375,1
6287,24376,7
6288,24377,2
6289,24378,2
6290,24379,3
6291,24380,2
6292,24381,1
6293,24382,1
6294,24383,1
6295,24384,1
6296,24385,2
6297,24386,2
6298,24387,1
6299,24388,1
6300,24389,1
6301,24390,2
6302,24391,1
6303,24392,1
6304,24393,1
6305,24394,1
6306,24395,1
6307,24396,3
6308,24397,1
6309,24398,2
6310,24399,1
6311,24400,1
6312,24401,1
6313,24402,2
6314,24403,1
6315,24404,2
6316,24405,1
6317,24406,4
6318,24407,1
6319,24408,5
6320,24409,3
6321,24410,6
6322,24411,3
6323,24412,3
6324,24413,3
6325,24414,2
6326,24415,2
6327,24416,1
6328,24417,7
6329,24418,1
6330,24419,1
6331,24420,1
6332,24421,2
6333,24422,1
6334,24423,2
6335,24424,1
6336,24425,1
6337,24426,7
6338,24427,2
6339,24428,2
6340,24429,2
6341,24430,7
6342,24431,3
6343,24432,3
6344,24433,6
6345,24434,3
6346,24435,1
6347,24436,1
6348,24437,1
6349,24438,1
6350,24439,1
6351,24440,1
6352,24441,1
6353,24442,1
6354,24443,1
6355,24444,1
6356,24445,1
6357,24446,1
6358,24447,1
6359,24448,2
6360,24449,12
6361,24450,1
6362,24451,1
6363,24452,1
6364,24453,2
6365,24454,1
6366,24455,1
6367,24456,1
6368,24457,1
6369,24458,4
6370,24459,1
6371,24460,1
6372,24461,1
6373,24462,4
6374,24463,1
6375,24464,1
6376,24465,1
6377,24466,1
6378,24467,3
6379,24468,3
6380,24469,1
6381,24470,1
6382,24471,1
6383,24472,1
6384,24473,1
6385,24474,3
6386,24475,1
6387,24476,3
6388,24477,1
6389,24478,1
6390,24479,2
6391,24480,1
6392,24481,1
6393,24482,1
6394,24483,1
6395,24484,1
6396,24485,3
6397,24486,1
6398,24487,4
6399,24488,1
6400,24489,1
6401,24490,1
6402,24491,1
6403,24492,10
6404,24493,4
6405,24494,3
6406,24495,3
6407,24496,1
6408,24497,1
6409,24498,2
6410,24499,1
6411,24500,1
6412,24501,1
6413,24502,5
6414,24503,4
6415,24504,1
6416,24505,1
6417,24506,1
6418,24507,1
6419,24508,1
6420,24509,1
6421,24510,1
6422,24511,1
6423,24512,1
6424,24513,5
6425,24514,3
6426,24515,5
6427,24516,3
6428,24517,4
6429,24518,4
6430,24519,4
6431,24520,1
6432,24521,2
6433,24522,1
6434,24523,1
6435,24524,1
6436,24525,2
6437,24526,27
6438,24527,7
6439,24528,1
6440,24529,1
6441,24530,2
6442,24531,1
6443,24532,1
6444,24533,1
6445,24534,1
6446,24535,3
6447,24536,1
6448,24537,1
6449,24538,5
6450,24539,3
6451,24540,1
6452,24541,1
6453,24542,3
6454,24543,1
6455,24544,1
6456,24545,1
6457,24546,2
6458,24547,3
6459,24548,1
6460,24549,1
6461,24550,1
6462,24551,1
6463,24552,1
6464,24553,1
6465,24554,1
6466,24555,1
6467,24556,1
6468,24557,1
6469,24558,1
6470,24559,2
6471,24560,1
6472,24561,1
6473,24562,1
6474,24563,1
6475,24564,1
6476,24565,1
6477,24566,1
6478,24567,1
6479,24568,1
6480,24569,3
6481,24570,1
6482,24571,2
6483,24572,1
6484,24573,3
6485,24574,1
6486,24575,2
6487,24576,1
6488,24577,2
6489,24578,3
6490,24579,1
6491,24580,1
6492,24581,1
6493,24582,1
6494,24583,2
6495,24584,1
6496,24585,3
6497,24586,1
6498,24587,1
6499,24588,1
6500,24589,3
6501,24590,1
6502,24591,3
6503,24592,1
6504,24593,1
6505,24594,6
6506,24595,3
6507,24596,5
6508,24597,1
6509,24598,1
6510,24599,5
6511,24600,1
6512,24601,1
6513,24602,1
6514,24603,1
6515,24604,1
6516,24605,3
6517,24606,1
6518,24607,1
6519,24608,1
6520,24609,1
6521,24610,1
6522,24611,1
6523,24612,1
6524,24613,1
6525,24614,1
6526,24615,1
6527,24616,1
6528,24617,3
6529,24618,1
6530,24619,1
6531,24620,2
6532,24621,1
6533,24622,1
6534,24623,1
6535,24624,1
6536,24625,1
6537,24626,1
6538,24627,3
6539,24628,3
6540,24629,1
6541,24630,1
6542,24631,1
6543,24632,10
6544,24633,1
6545,24634,1
6546,24635,1
6547,24636,1
6548,24637,4
6549,24638,2
6550,24639,1
6551,24640,10
6552,24641,9
6553,24642,5
6554,24643,1
6555,24644,1
6556,24645,1
6557,24646,5
6558,24647,5
6559,24648,3
6560,24649,1
6561,24650,1
6562,24651,1
6563,24652,11
6564,24653,8
6565,24654,4
6566,24655,2
6567,24656,1
6568,24657,31
6569,24658,1
6570,24659,4
6571,24660,2
6572,24661,1
6573,24662,7
6574,24663,6
6575,24664,2
6576,24665,4
6577,24666,1
6578,24667,1
6579,24668,2
6580,24669,2
6581,24670,1
6582,24671,1
6583,24672,1
6584,24673,1
6585,24674,3
6586,24675,4
6587,24676,1
6588,24677,1
6589,24678,1
6590,24679,1
6591,24680,1
6592,24681,1
6593,24682,1
6594,24683,1
6595,24684,5
6596,24685,1
6597,24686,4
6598,24687,1
6599,24688,5
6600,24689,3
6601,24690,2
6602,24691,2
6603,24692,6
6604,24693,1
6605,24694,1
6606,24695,1
6607,24696,2
6608,24697,2
6609,24698,1
6610,24699,1
6611,24700,1
6612,24701,1
6613,24702,1
6614,24703,1
6615,24704,2
6616,24705,1
6617,24706,1
6618,24707,8
6619,24708,1
6620,24709,1
6621,24710,1
6622,24711,1
6623,24712,1
6624,24713,1
6625,24714,1
6626,24715,1
6627,24716,3
6628,24717,4
6629,24718,12
6630,24719,2
6631,24720,2
6632,24721,2
6633,24722,2
6634,24723,1
6635,24724,1
6636,24725,1
6637,24726,1
6638,24727,1
6639,24728,2
6640,24729,4
6641,24730,1
6642,24731,1
6643,24732,1
6644,24733,1
6645,24734,1
6646,24735,1
6647,24736,1
6648,24737,2
6649,24738,1
6650,24739,1
6651,24740,1
6652,24741,1
6653,24742,3
6654,24743,1
6655,24744,1
6656,24745,3
6657,24746,2
6658,24747,2
6659,24748,1
6660,24749,1
6661,24750,1
6662,24751,1
6663,24752,1
6664,24753,1
6665,24754,6
6666,24755,10
6667,24756,1
6668,24757,1
6669,24758,2
6670,24759,1
6671,24760,1
6672,24761,1
6673,24762,1
6674,24763,1
6675,24764,1
6676,24765,1
6677,24766,1
6678,24767,1
6679,24768,2
6680,24769,5
6681,24770,1
6682,24771,2
6683,24772,1
6684,24773,1
6685,24774,1
6686,24775,5
6687,24776,3
6688,24777,1
6689,24778,1
6690,24779,1
6691,24780,1
6692,24781,1
6693,24782,1
6694,24783,2
6695,24784,2
6696,24785,1
6697,24786,2
6698,24787,3
6699,24788,1
6700,24789,1
6701,24790,1
6702,24791,2
6703,24792,1
6704,24793,1
6705,24794,1
6706,24795,1
6707,24796,1
6708,24797,1
6709,24798,1
6710,24799,1
6711,24800,1
6712,24801,1
6713,24802,1
6714,24803,1
6715,24804,1
6716,24805,3
6717,24806,4
6718,24807,1
6719,24808,2
6720,24809,3
6721,24810,3
6722,24811,4
6723,24812,1
6724,24813,1
6725,24814,1
6726,24815,4
6727,24816,8
6728,24817,4
6729,24818,1
6730,24819,1
6731,24820,1
6732,24821,1
6733,24822,1
6734,24823,1
6735,24824,1
6736,24825,1
6737,24826,1
6738,24827,1
6739,24828,1
6740,24829,14
6741,24830,1
6742,24831,1
6743,24832,1
6744,24833,1
6745,24834,2
6746,24835,2
6747,24836,1
6748,24837,1
6749,24838,1
6750,24839,2
6751,24840,3
6752,24841,1
6753,24842,1
6754,24843,6
6755,24844,7
6756,24845,2
6757,24846,3
6758,24847,16
6759,24848,1
6760,24849,1
6761,24850,1
6762,24851,1
6763,24852,4
6764,24853,4
6765,24854,1
6766,24855,4
6767,24856,11
6768,24857,2
6769,24858,1
6770,24859,1
6771,24860,2
6772,24861,2
6773,24862,1
6774,24863,3
6775,24864,6
6776,24865,2
6777,24866,2
6778,24867,3
6779,24868,5
6780,24869,2
6781,24870,1
6782,24871,1
6783,24872,1
6784,24873,1
6785,24874,1
6786,24875,1
6787,24876,1
6788,24877,1
6789,24878,1
6790,24879,1
6791,24880,1
6792,24881,1
6793,24882,2
6794,24883,1
6795,24884,1
6796,24885,3
6797,24886,1
6798,24887,1
6799,24888,1
6800,24889,1
6801,24890,1
6802,24891,2
6803,24892,1
6804,24893,2
6805,24894,5
6806,24895,20
6807,24896,1
6808,24897,1
